case_id,ok,engine_type,alpha,mdot0,mdot_core,mdot_cool,mdot_fuel,pi_d,pi_bd,pi_c,pi_f,pi_t,Tt4,f,fcool,eta_t_eff,Twg_est,Vc_cool,Re_x_cool,area_ratio_cool,F_installed,eta0,fc,fail_reason
case_000000,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000008,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000016,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000024,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000032,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000040,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000048,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000056,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000064,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000072,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000080,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000088,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000096,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000104,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000112,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000120,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000128,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000136,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000144,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000152,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000160,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000168,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000176,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000184,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000192,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000200,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000208,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000216,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000224,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000232,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000240,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000248,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000256,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000264,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000272,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000280,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000288,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000296,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000304,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000312,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000320,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000328,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000336,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000344,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000352,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000360,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000368,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000376,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000384,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000392,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000400,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000408,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000416,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000424,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000432,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000440,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000448,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000456,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000464,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000472,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000480,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000488,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000496,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000504,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000512,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000520,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000528,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000536,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000544,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000552,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000560,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000568,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000576,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000584,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000592,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000600,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000608,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000616,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000624,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000632,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000640,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000648,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000656,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000664,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000672,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000680,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000688,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000696,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000704,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000712,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000720,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000728,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000736,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000744,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000752,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000760,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000768,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000776,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000784,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000792,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000800,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000808,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000816,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000824,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000832,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000840,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000848,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000856,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000864,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000872,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000880,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000888,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000896,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000904,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000912,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000920,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000928,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000936,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000944,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000952,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000960,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000968,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000976,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000984,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000992,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001000,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001008,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001016,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001024,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001032,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001040,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001048,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001056,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001064,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001072,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001080,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001088,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001096,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001104,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001112,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001120,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001128,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001136,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001144,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001152,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001160,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001168,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001176,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001184,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001192,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_001200,0,,,,,,,,,,,,,,,,,,,,,,,'F'
