case_id,ok,engine_type,alpha,mdot0,mdot_core,mdot_cool,mdot_fuel,pi_d,pi_bd,pi_c,pi_f,pi_t,Tt4,f,fcool,eta_t_eff,Twg_est,Vc_cool,Re_x_cool,area_ratio_cool,F_installed,eta0,fc,fail_reason
case_000003,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000011,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000019,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000027,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000035,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000043,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000051,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000059,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000067,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000075,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000083,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000091,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000099,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000107,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000115,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000123,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000131,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000139,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000147,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000155,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000163,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000171,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000179,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000187,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000195,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000203,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000211,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000219,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000227,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000235,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000243,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000251,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000259,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000267,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000275,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000283,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000291,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000299,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000307,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000315,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000323,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000331,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000339,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000347,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000355,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000363,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000371,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000379,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000387,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000395,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000403,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000411,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000419,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000427,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000435,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000443,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000451,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000459,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000467,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000475,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000483,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000491,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000499,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000507,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000515,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000523,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000531,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000539,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000547,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000555,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000563,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000571,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000579,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000587,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000595,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000603,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000611,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000619,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000627,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000635,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000643,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000651,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000659,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000667,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000675,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000683,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000691,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000699,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000707,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000715,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000723,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000731,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000739,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000747,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000755,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000763,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000771,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000779,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000787,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000795,0,,,,,,,,,,,,,,,,,,,,,,,'F'
