case_id,ok,engine_type,alpha,mdot0,mdot_core,mdot_cool,mdot_fuel,pi_d,pi_bd,pi_c,pi_f,pi_t,Tt4,f,fcool,eta_t_eff,Twg_est,Vc_cool,Re_x_cool,area_ratio_cool,F_installed,eta0,fc,fail_reason
case_000004,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000012,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000020,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000028,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000036,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000044,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000052,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000060,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000068,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000076,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000084,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000092,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000100,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000108,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000116,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000124,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000132,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000140,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000148,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000156,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000164,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000172,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000180,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000188,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000196,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000204,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000212,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000220,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000228,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000236,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000244,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000252,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000260,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000268,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000276,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000284,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000292,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000300,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000308,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000316,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000324,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000332,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000340,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000348,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000356,0,,,,,,,,,,,,,,,,,,,,,,,'F'
