case_id,ok,engine_type,alpha,mdot0,mdot_core,mdot_cool,mdot_fuel,pi_d,pi_bd,pi_c,pi_f,pi_t,Tt4,f,fcool,eta_t_eff,Twg_est,Vc_cool,Re_x_cool,area_ratio_cool,F_installed,eta0,fc,fail_reason
case_000006,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000014,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000022,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000030,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000038,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000046,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000054,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000062,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000070,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000078,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000086,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000094,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000102,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000110,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000118,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000126,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000134,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000142,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000150,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000158,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000166,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000174,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000182,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000190,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000198,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000206,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000214,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000222,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000230,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000238,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000246,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000254,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000262,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000270,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000278,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000286,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000294,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000302,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000310,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000318,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000326,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000334,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000342,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000350,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000358,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000366,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000374,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000382,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000390,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000398,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000406,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000414,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000422,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000430,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000438,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000446,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000454,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000462,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000470,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000478,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000486,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000494,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000502,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000510,0,,,,,,,,,,,,,,,,,,,,,,,'F'
case_000518,0,,,,,,,,,,,,,,,,,,,,,,,'F'
